NdUnfilled_min_value,MendeleevNumber_arithmetic_average,MendeleevNumber_composition_average,MeltingT_difference,BCCvolume_padiff_difference,NdUnfilled_arithmetic_average,BCCmagmom_min_value,ElasticModulus_difference,HHIr_min_value,MiracleRadius_composition_average,MendeleevNumber_max_value,GSenergy_pa_min_value,IonicRadii_composition_average,AtomicVolume_difference,MiracleRadius_min_value,valence_max_value,NdUnfilled_composition_average,GSenergy_pa_max_value,BCCenergy_pa_max_value,MiracleRadius_arithmetic_average,HeatVaporization_max_value,BCCvolume_pa_arithmetic_average,ThermalExpansionCoefficient_difference,CovalentRadius_difference,AtomicRadii_composition_average
6.0,55.5,55.5,1392.23,0.01,3.0,0.0,20.0,1500.0,134.5,64.0,-3.68065482,0.685,6.172191048416902,126.0,5.0,3.0,-3.68065482,-3.64288728,134.5,690.1,14.63,9.2,32.0,1.3535
2.0,62.5,62.5,370.23,0.0,1.0,0.0645672,84.0,1500.0,126.0,64.0,-3.68065482,0.71,0.8886574901947988,126.0,3.0,1.0,-3.68065482,-3.64288728,126.0,377.5,10.705,3.1,8.0,1.262
4.0,60.5,60.5,1948.23,0.48,2.0,0.0,426.0,1500.0,130.5,64.0,-3.68065482,0.6799999999999999,2.153755736190101,126.0,8.0,2.0,-3.68065482,-3.64288728,130.5,627.6,12.83,11.4,12.0,1.3090000000000002
0.0,72.5,72.5,757.16,0.2,0.0,0.0,104.0,1500.0,150.0,81.0,-3.68065482,0.96,18.5114810808394,126.0,4.0,0.0,-3.68065482,-3.64288728,150.0,300.5,19.5,12.3,14.0,1.514
0.0,63.0,63.0,470.28,0.0499999999999999,0.0,0.0,3.0,1500.0,134.0,64.0,-3.68065482,0.685,2.868444336663801,126.0,4.0,0.0,-3.68065482,-3.64288728,134.0,393.3,12.775,4.699999999999999,7.0,1.3265
1.0,63.5,63.5,683.6300000000001,0.04,0.5,0.0,51.0,1500.0,132.5,64.0,-3.68065482,0.6799999999999999,3.5305215748343013,126.0,4.0,0.5,-3.68065482,-3.64288728,132.5,510.45,13.075,7.699999999999999,4.0,1.329
5.0,59.0,59.0,2101.23,0.1349999999999999,2.5,0.0,337.0,1500.0,131.5,64.0,-3.68065482,0.63,2.8803922977136,126.0,7.0,2.5,-3.68065482,-3.64288728,131.5,707.1,12.94,10.3,19.0,1.324
2.0,61.5,61.5,879.23,0.29,1.0,0.3703569,206.0,1500.0,129.0,64.0,-3.68065482,0.7,1.8955678788476007,126.0,6.0,1.0,-3.68065482,-3.64288728,129.0,495.39,12.51,8.3,10.0,1.3115
3.0,60.0,60.0,1249.23,0.39,1.5,5.73e-05,306.0,1500.0,130.0,64.0,-3.68065482,0.675,1.7379324774002,126.0,8.0,1.5,-3.68065482,-3.64288728,130.0,567.77,12.495,10.1,14.0,1.3015
0.0,76.0,76.0,969.41,10.176875,0.0,0.0,105.0,1000.0,114.5,88.0,-3.68065482,0.51,15.336603862771302,103.0,6.0,0.0,-3.68065482,-3.64288728,114.5,300.5,13.35,53.5,27.0,1.274
0.0,74.5,74.5,453.99,4.48,0.0,0.0,57.0,1500.0,140.5,85.0,-3.68065482,0.745,18.3614815118892,126.0,5.0,0.0,-3.68065482,-3.64288728,140.5,300.5,19.085,5.5,7.0,1.4340000000000002
9.0,37.5,37.5,456.23,0.045,4.5,0.0,44.0,1500.0,144.0,64.0,-3.68065482,0.74,13.1793689866917,126.0,3.0,4.5,-3.68065482,-3.64288728,144.0,304.8,16.64,6.5,38.0,1.4420000000000002
0.0,71.0,71.0,329.23,5.84,0.0,0.0,38.0,1000.0,118.0,78.0,-3.68065482,0.495,8.186435784712902,110.0,4.0,0.0,-3.68065482,-3.64288728,118.0,359.0,12.845,13.9,21.0,1.299
0.0,72.0,72.0,852.69,8.065,0.0,0.0,74.0,1500.0,140.5,80.0,-3.68065482,0.72,15.136843330164702,126.0,4.0,0.0,-3.68065482,-3.64288728,140.5,300.5,18.155,5.5,7.0,1.449
7.0,56.0,56.0,1932.23,0.01,3.5,0.0,59.0,1500.0,135.5,64.0,-3.68065482,0.685,6.216787627283999,126.0,5.0,3.5,-3.68065482,-3.64288728,135.5,737.0,14.6,10.2,38.0,1.354
5.0,58.5,58.5,1072.23,0.145,2.5,0.0,256.0,1500.0,131.0,64.0,-3.68065482,0.645,2.321069576626801,126.0,7.0,2.5,-3.68065482,-3.64288728,131.0,502.0,12.76,8.5,15.0,1.318
8.0,53.5,53.5,583.23,0.1399999999999999,4.0,0.0,14.0,1500.0,134.0,64.0,-3.68065482,0.6699999999999999,5.8063752269062014,126.0,4.0,4.0,-3.68065482,-3.64288728,134.0,425.2,13.96,7.9,28.0,1.363
0.0,70.0,70.0,780.77,0.67,0.0,0.0,112.0,1500.0,149.0,76.0,-3.68065482,1.16,16.8109346290083,126.0,3.0,0.0,-3.68065482,-3.64288728,149.0,300.5,18.665,13.4,13.0,1.494
7.0,55.0,55.0,825.23,0.01,3.5,0.0,5.0,1500.0,130.0,64.0,-3.68065482,0.635,2.0149562890803008,126.0,5.0,3.5,-3.68065482,-3.64288728,130.0,446.7,12.045,8.1,21.0,1.2995
6.0,57.5,57.5,2337.23,0.01,3.0,0.0,277.0,1500.0,130.5,64.0,-3.68065482,0.665,4.028792492095201,126.0,6.0,3.0,-3.68065482,-3.64288728,130.5,422.58,13.565,12.0,30.0,1.324
0.0,66.5,66.5,665.09,0.19,0.0,0.0,29.0,1500.0,133.0,69.0,-3.68065482,0.735,3.375741802902601,126.0,2.0,0.0,-3.68065482,-3.64288728,133.0,300.5,12.62,13.7,10.0,1.3050000000000002
8.0,54.0,54.0,770.23,0.455,4.0,0.0,30.0,1500.0,142.0,64.0,-3.68065482,0.7849999999999999,11.4360013372916,126.0,4.0,4.0,-3.68065482,-3.64288728,142.0,590.5,16.915,10.8,43.0,1.439
4.0,55.0,55.0,0.0,0.0,4.0,2.1106628,0.0,1400.0,125.0,55.0,-8.28548436,0.55,0.0,125.0,6.0,4.0,-8.28548436,-8.28548436,125.0,349.5,10.73,0.0,0.0,1.241
0.0,64.0,64.0,877.53,0.0,2.0,0.0,140.5,1000.0,133.0,73.0,-8.28548436,0.545,4.817059547967601,125.0,6.0,2.0,-8.28548436,-8.28548436,133.0,349.5,13.825,11.3,11.0,1.3355
0.0,69.5,69.5,721.0,0.0,2.0,0.0,172.0,1400.0,120.0,84.0,-8.28548436,0.565,9.9466007676357,115.0,6.0,2.0,-8.28548436,-8.28548436,120.0,349.5,14.87,3.6,13.0,1.3155
0.0,70.5,70.5,1266.6,0.0,2.0,0.0,177.0,1400.0,143.5,86.0,-8.28548436,0.79,23.706094112664104,125.0,6.0,2.0,-8.28548436,-8.28548436,143.5,349.5,20.32,1.5999999999999996,16.0,1.4705
3.0,56.5,56.5,43.0,0.0,3.5,1.6840372,3.0,1400.0,125.0,58.0,-8.28548436,0.6000000000000001,0.7815042864290991,125.0,6.0,3.5,-8.28548436,-8.28548436,125.0,373.3,10.585,1.1999999999999993,6.0,1.247
4.0,52.0,52.0,369.0,0.0,4.5,0.0,48.0,1400.0,127.5,55.0,-8.28548436,0.585,0.3155725043513016,125.0,6.0,4.5,-8.28548436,-8.28548436,127.5,349.5,10.95,6.9,7.0,1.245
0.0,64.5,64.5,1508.09,0.0,2.0,0.0,200.0,1400.0,129.5,74.0,-8.28548436,0.585,7.833148513540101,125.0,6.0,2.0,-8.28548436,-8.28548436,129.5,349.5,14.335,7.899999999999999,10.0,1.3255
0.0,67.0,67.0,599.5999999999999,0.0,2.0,0.0,96.0,1400.0,119.5,79.0,-8.28548436,0.54,10.883611412816302,114.0,6.0,2.0,-8.28548436,-8.28548436,119.5,349.5,14.775,6.1000000000000005,12.0,1.3055
3.0,57.5,57.5,928.0,0.0,3.5,0.4830855,322.0,1400.0,130.5,60.0,-8.28548436,0.5900000000000001,2.371185499070401,125.0,6.0,3.5,-8.28548436,-8.28548436,130.5,563.58,12.68,5.4,9.0,1.299
4.0,52.5,52.5,1085.0,0.0,4.5,0.0,111.0,1400.0,132.0,55.0,-8.28548436,0.5700000000000001,3.7235157182600016,125.0,6.0,4.5,-8.28548436,-8.28548436,132.0,590.4,13.21,7.000000000000001,22.0,1.3015
4.0,51.0,51.0,939.0,0.0,5.0,0.0,107.0,1400.0,134.0,55.0,-8.28548436,0.595,6.224768010774502,125.0,6.0,5.0,-8.28548436,-8.28548436,134.0,690.1,14.455,4.500000000000001,32.0,1.335
2.0,58.0,58.0,83.0,0.0,3.0,0.0645672,3.0,1400.0,125.5,61.0,-8.28548436,0.62,0.8360805278371988,125.0,6.0,3.0,-8.28548436,-8.28548436,125.5,377.5,10.53,1.5999999999999996,8.0,1.2435
0.0,69.0,69.0,1493.7,0.0,2.0,0.0,206.0,1400.0,113.5,83.0,-8.28548436,0.36,16.4367568470989,102.0,6.0,2.0,-8.28548436,-8.28548436,113.5,349.5,12.445,115.2,25.0,1.2605
0.0,68.0,68.0,1210.39,0.0,2.0,0.0,191.0,1400.0,149.5,81.0,-8.28548436,0.87,18.564058043197,125.0,6.0,2.0,-8.28548436,-8.28548436,149.5,349.5,19.325000000000003,17.0,14.0,1.4955
2.0,57.0,57.0,426.0,0.0,3.0,0.3703569,119.0,1400.0,128.5,59.0,-8.28548436,0.6100000000000001,1.9481448412052007,125.0,6.0,3.0,-8.28548436,-8.28548436,128.5,495.39,12.335,3.6000000000000014,10.0,1.293
3.0,55.5,55.5,796.0,0.0,3.5,5.73e-05,219.0,1400.0,129.5,56.0,-8.28548436,0.585,1.7905094397578,125.0,8.0,3.5,-8.28548436,-8.28548436,129.5,567.77,12.32,5.4,14.0,1.283
0.0,70.0,70.0,907.22,0.0,2.0,0.0,144.0,1400.0,140.0,85.0,-8.28548436,0.655,18.4140584742468,125.0,6.0,2.0,-8.28548436,-8.28548436,140.0,349.5,18.91,0.8000000000000007,7.0,1.4155000000000002
0.0,66.5,66.5,124.0,0.0,2.0,0.0,49.0,1000.0,117.5,78.0,-8.28548436,0.405,8.239012747070502,110.0,6.0,2.0,-8.28548436,-8.28548436,117.5,359.0,12.67,9.2,21.0,1.2805
0.0,67.5,67.5,1305.92,0.0,2.0,0.0,161.0,1400.0,140.0,80.0,-8.28548436,0.63,15.189420292522302,125.0,6.0,2.0,-8.28548436,-8.28548436,140.0,349.5,17.98,10.2,7.0,1.4305
4.0,54.0,54.0,619.0,0.0,4.5,0.0,169.0,1400.0,130.5,55.0,-8.28548436,0.555,2.373646538984401,125.0,7.0,4.5,-8.28548436,-8.28548436,130.5,502.0,12.585,3.8000000000000007,15.0,1.2995
4.0,49.0,49.0,130.0,0.0,6.0,0.0,101.0,1400.0,133.5,55.0,-8.28548436,0.5800000000000001,5.8589521892638015,125.0,6.0,6.0,-8.28548436,-8.28548436,133.5,425.2,13.785,3.200000000000001,28.0,1.3445
4.0,50.5,50.5,372.0,0.0,5.5,0.0,82.0,1400.0,129.5,55.0,-8.28548436,0.545,2.067533251437901,125.0,6.0,5.5,-8.28548436,-8.28548436,129.5,446.7,11.87,3.4000000000000004,21.0,1.281
4.0,53.0,53.0,1884.0,0.0,5.0,0.0,190.0,1400.0,130.0,55.0,-8.28548436,0.575,4.081369454452801,125.0,6.0,5.0,-8.28548436,-8.28548436,130.0,422.58,13.39,7.300000000000001,30.0,1.3055
0.0,62.0,62.0,1118.3200000000002,0.0,2.0,0.0,116.0,1400.0,132.5,69.0,-8.28548436,0.645,3.428318765260201,125.0,6.0,2.0,-8.28548436,-8.28548436,132.5,349.5,12.445,18.4,10.0,1.2865000000000002
0.0,59.5,59.5,453.23,0.0,2.0,0.0,87.0,1400.0,125.5,64.0,-8.28548436,0.64,0.0525769623576,125.0,6.0,2.0,-8.28548436,-8.28548436,125.5,349.5,10.905,4.699999999999999,0.0,1.2595
4.0,53.5,53.5,292.0,0.0,4.5,0.8185729,13.0,1400.0,128.5,55.0,-8.28548436,0.6100000000000001,0.4353394960562013,125.0,7.0,4.5,-8.28548436,-8.28548436,128.5,349.5,10.62,9.9,7.0,1.2405
0.0,60.0,60.0,576.0699999999999,0.0,2.0,0.0,131.0,1400.0,134.5,65.0,-8.28548436,0.85,5.298282980348501,125.0,6.0,2.0,-8.28548436,-8.28548436,134.5,349.5,13.465,7.099999999999998,13.0,1.3425
0.0,60.5,60.5,473.6700000000001,0.0,2.0,0.0,132.7,1000.0,134.0,66.0,-8.28548436,0.7,5.169698646938199,125.0,6.0,2.0,-8.28548436,-8.28548436,134.0,349.5,13.73,2.3999999999999986,4.0,1.3415
0.0,62.5,62.5,1216.78,0.0,2.0,0.0,149.0,1300.0,141.0,70.0,-8.28548436,0.75,9.8026604862527,125.0,6.0,2.0,-8.28548436,-8.28548436,141.0,349.5,15.19,19.0,12.0,1.3650000000000002
4.0,50.0,50.0,695.0,0.0,6.0,0.0,72.0,1400.0,141.5,55.0,-8.28548436,0.69,10.491346224898502,125.0,6.0,6.0,-8.28548436,-8.28548436,141.5,661.07,16.3,5.9,43.0,1.4025
0.0,63.0,63.0,1576.68,0.0,2.0,0.0,189.0,1400.0,138.5,71.0,-8.28548436,0.785,12.8343771000879,125.0,6.0,2.0,-8.28548436,-8.28548436,138.5,349.5,16.53,37.2,0.0,1.4205
0.0,65.0,65.0,1381.25,0.0,2.0,0.0,197.0,1400.0,140.0,75.0,-8.28548436,0.675,14.3052931908464,125.0,6.0,2.0,-8.28548436,-8.28548436,140.0,349.5,17.58,20.3,10.0,1.4505
4.0,56.0,56.0,1495.0,0.0,4.0,0.0,339.0,1400.0,130.0,57.0,-8.28548436,0.5900000000000001,2.206332698547701,125.0,8.0,4.0,-8.28548436,-8.28548436,130.0,627.6,12.655,6.700000000000001,12.0,1.2905000000000002
0.0,58.5,58.5,17.049999999999955,0.0,2.0,0.0,84.0,1400.0,133.5,62.0,-8.28548436,0.595,2.921021299021401,125.0,6.0,2.0,-8.28548436,-8.28548436,133.5,393.3,12.6,0.0,7.0,1.308
1.0,59.0,59.0,230.4000000000001,0.0,2.5,0.0,36.0,1400.0,132.0,63.0,-8.28548436,0.5900000000000001,3.5830985371919013,125.0,6.0,2.5,-8.28548436,-8.28548436,132.0,510.45,12.9,3.0,4.0,1.3105
4.0,33.0,33.0,3.0,0.0,6.5,0.0,131.0,1400.0,143.5,55.0,-8.28548436,0.65,13.2319459490493,125.0,6.0,6.5,-8.28548436,-8.28548436,143.5,349.5,16.465,1.8000000000000007,38.0,1.4235000000000002
4.0,51.5,51.5,1479.0,0.0,5.5,0.0,28.0,1400.0,135.0,55.0,-8.28548436,0.595,6.269364589641599,125.0,6.0,5.5,-8.28548436,-8.28548436,135.0,737.0,14.425,5.500000000000001,38.0,1.3355
0.0,65.5,65.5,1234.0,0.0,2.0,0.0,199.0,1400.0,148.5,76.0,-8.28548436,1.07,16.8635115913659,125.0,6.0,2.0,-8.28548436,-8.28548436,148.5,349.5,18.49,18.1,13.0,1.4755
4.0,49.5,49.5,317.0,0.0,6.0,0.0,117.0,1400.0,141.5,55.0,-8.28548436,0.6950000000000001,11.4885782996492,125.0,6.0,6.0,-8.28548436,-8.28548436,141.5,590.5,16.740000000000002,6.1000000000000005,43.0,1.4205
4.0,54.5,54.5,1648.0,0.0,4.5,0.0,250.0,1400.0,131.0,55.0,-8.28548436,0.54,2.9329692600712,125.0,7.0,4.5,-8.28548436,-8.28548436,131.0,707.1,12.765,5.6000000000000005,19.0,1.3055
3.0,60.0,60.0,0.0,0.0,3.0,0.4830855,0.0,9100.0,136.0,60.0,-8.84851145,0.63,0.0,136.0,3.0,3.0,-8.84851145,-8.22715557,136.0,563.58,14.63,0.0,0.0,1.357
0.0,62.5,62.5,1504.07,0.55,1.5,0.0,453.0,1400.0,140.0,65.0,-8.84851145,0.8899999999999999,2.9270974812781,136.0,3.0,1.5,-8.84851145,-8.22715557,140.0,563.58,15.415,12.499999999999998,4.0,1.4005
0.0,65.0,65.0,2144.78,0.265,1.5,0.0,471.0,1300.0,146.5,70.0,-8.84851145,0.79,7.431474987182298,136.0,3.0,1.5,-8.84851145,-8.22715557,146.5,563.58,17.14,24.4,3.0,1.423
3.0,55.0,55.0,157.0,0.42,4.0,0.0,211.0,5300.0,137.5,60.0,-8.84851145,0.61,1.3523302191896,136.0,6.0,4.0,-8.84851145,-8.22715557,137.5,590.4,15.16,1.6000000000000003,13.0,1.3595000000000002
3.0,53.5,53.5,11.0,0.42,4.5,0.0,429.0,8800.0,139.5,60.0,-8.84851145,0.635,3.8535825117041007,136.0,5.0,4.5,-8.84851145,-8.22715557,139.5,690.1,16.405,0.8999999999999995,23.0,1.393
0.0,61.0,61.0,910.95,0.36,1.5,0.0,406.0,8000.0,139.0,62.0,-8.84851145,0.635,0.5498357999509995,136.0,4.0,1.5,-8.84851145,-8.22715557,139.0,563.58,14.55,5.4,2.0,1.366
2.0,59.5,59.5,502.0,0.12,2.5,0.3703569,203.0,8000.0,134.0,60.0,-8.84851145,0.65,0.4230406578652008,132.0,6.0,2.5,-8.84851145,-8.22715557,134.0,563.58,14.285,1.799999999999999,1.0,1.351
3.0,58.0,58.0,132.0,0.0199999999999999,3.0,5.73e-05,103.0,8000.0,135.0,60.0,-8.84851145,0.625,0.5806760593126015,134.0,8.0,3.0,-8.84851145,-8.22715557,135.0,567.77,14.27,0.0,5.0,1.341
3.0,56.5,56.5,309.0,0.265,4.0,0.0,153.0,9100.0,136.0,60.0,-8.84851145,0.595,0.0024610399139994,136.0,7.0,4.0,-8.84851145,-8.22715557,136.0,563.58,14.535,1.5999999999999996,6.0,1.3575
3.0,36.0,36.0,940.0,0.255,6.0,0.0,468.6,2600.0,157.5,60.0,-8.84851145,0.825,18.864662413906903,136.0,3.0,6.0,-8.84851145,-8.22715557,157.5,563.58,23.58,4.9,49.0,1.5835
3.0,52.0,52.0,611.0,0.865,5.5,0.0,439.0,2600.0,147.0,60.0,-8.84851145,0.735,9.1173928005788,136.0,4.0,5.5,-8.84851145,-8.22715557,147.0,590.5,18.69,0.7000000000000002,34.0,1.4785
0.0,68.0,68.0,0.0,0.0,0.0,0.0,0.0,500.0,160.0,68.0,-1.54227231,0.72,0.0,160.0,2.0,0.0,-1.54227231,-1.51367083,160.0,127.6,22.88,0.0,0.0,1.6
0.0,66.5,66.5,311.93000000000006,0.0,0.0,0.0,35.6,500.0,152.0,68.0,-1.54227231,0.935,6.146645145735899,144.0,2.0,0.0,-1.54227231,-1.51367083,152.0,250.63,19.54,5.900000000000002,4.0,1.522
0.0,70.5,70.5,10.470000000000027,0.0,0.0,0.0,26.1,500.0,150.5,73.0,-1.54227231,0.63,6.6278685781168,141.0,3.0,0.0,-1.54227231,-1.51367083,150.5,290.8,19.9,1.6999999999999993,20.0,1.515
0.0,67.0,67.0,414.3299999999999,0.0,0.0,0.0,33.9,500.0,151.5,68.0,-1.54227231,0.7849999999999999,6.275229479146201,143.0,3.0,0.0,-1.54227231,-1.51367083,151.5,324.43,19.805,10.6,5.0,1.521
0.0,67.5,67.5,637.0,0.0,0.0,0.0,256.6,500.0,136.0,68.0,-1.54227231,0.585,15.12411664017691,112.0,2.0,0.0,-1.54227231,-1.51367083,136.0,297.0,15.34,13.5,45.0,1.36
0.0,77.0,77.0,378.6,0.0,0.0,0.0,10.4,500.0,161.0,86.0,-1.54227231,0.875,12.261165986579702,160.0,5.0,0.0,-1.54227231,-1.51367083,161.0,179.0,26.395,11.4,7.0,1.65
0.0,37.5,37.5,192.0,0.0,0.0,0.0,23.4,500.0,180.5,68.0,-1.54227231,0.86,19.7148942068449,160.0,2.0,0.0,-1.54227231,-1.51367083,180.5,154.67,29.85,2.5,35.0,1.785
0.0,69.0,69.0,328.78,0.0,0.0,0.0,17.6,500.0,158.5,70.0,-1.54227231,0.835,1.6422676398317009,157.0,2.0,0.0,-1.54227231,-1.51367083,158.5,127.6,21.265,6.0,3.0,1.5445000000000002
9.0,41.5,41.5,148.0,0.0,4.5,0.0,14.4,500.0,171.0,68.0,-1.54227231,0.93,11.5622083827072,160.0,4.0,4.5,-1.54227231,-1.51367083,171.0,313.8,29.875,19.6,63.0,1.7125
3.0,63.0,63.0,845.0,0.0,1.5,1.6840372,163.6,500.0,142.5,68.0,-1.54227231,0.685,12.2264324125135,125.0,3.0,1.5,-1.54227231,-1.51367083,142.5,373.3,16.66,11.8,15.0,1.4265
5.0,58.5,58.5,1257.0,0.0,2.5,0.0,214.6,500.0,145.0,68.0,-1.54227231,0.6699999999999999,11.1293556217331,130.0,6.0,2.5,-1.54227231,-1.51367083,145.0,339.5,17.025,19.9,2.0,1.4245
0.0,66.0,66.0,434.77,0.0,0.0,0.0,79.6,500.0,143.0,68.0,-1.54227231,0.725,11.3923511637268,126.0,2.0,0.0,-1.54227231,-1.51367083,143.0,300.5,16.98,8.3,9.0,1.439
4.0,61.5,61.5,888.0,0.0,2.0,2.1106628,166.6,500.0,142.5,68.0,-1.54227231,0.635,11.4449281260844,125.0,6.0,2.0,-1.54227231,-1.51367083,142.5,349.5,16.805,13.0,9.0,1.4205
0.0,71.0,71.0,620.0899999999999,0.0,0.0,0.0,33.4,500.0,147.0,74.0,-1.54227231,0.6699999999999999,3.6117796125443,134.0,3.0,0.0,-1.54227231,-1.51367083,147.0,256.06,20.41,5.100000000000001,19.0,1.505
9.0,47.5,47.5,663.0,0.0,4.5,0.0,10.6,500.0,168.0,68.0,-1.54227231,0.885,9.8274312181801,160.0,3.0,4.5,-1.54227231,-1.51367083,168.0,311.71,27.755000000000003,26.8,55.0,1.701
8.0,56.5,56.5,1583.0,0.0,4.0,0.0,94.6,500.0,159.0,68.0,-1.54227231,0.7749999999999999,0.953581901185899,158.0,4.0,4.0,-1.54227231,-1.51367083,159.0,661.07,22.375,18.9,34.0,1.582
0.0,69.5,69.5,688.6800000000001,0.0,0.0,0.0,22.4,500.0,156.0,71.0,-1.54227231,0.87,1.3894489740035,152.0,2.0,0.0,-1.54227231,-1.51367083,156.0,127.6,22.605,24.2,9.0,1.6
0.0,71.5,71.5,493.25,0.0,0.0,0.0,30.4,500.0,157.5,75.0,-1.54227231,0.76,2.860365064762,155.0,3.0,0.0,-1.54227231,-1.51367083,157.5,226.335,23.655,7.300000000000001,1.0,1.63
3.0,64.0,64.0,1816.0,0.0,1.5,0.4830855,488.6,500.0,148.0,68.0,-1.54227231,0.675,9.073742627014,136.0,3.0,1.5,-1.54227231,-1.51367083,148.0,563.58,18.755,18.4,0.0,1.4785
0.0,35.5,35.5,586.47,0.0,0.0,0.0,42.0,500.0,195.0,68.0,-1.54227231,1.115,52.625571587451205,160.0,2.0,0.0,-1.54227231,-1.51367083,195.0,127.6,47.49,57.2,62.0,1.975
9.0,40.5,40.5,270.0,0.0,4.5,0.0008051,5.600000000000001,500.0,173.5,68.0,-1.54227231,0.94,14.308353023176398,160.0,3.0,4.5,-1.54227231,-1.51367083,173.5,399.57,30.175,19.6,66.0,1.7385000000000002
0.0,34.5,34.5,469.31,0.0,0.0,0.0,34.4,500.0,156.0,68.0,-1.54227231,0.74,1.678235015751401,152.0,2.0,0.0,-1.54227231,-1.51367083,156.0,147.1,19.695,21.2,13.0,1.5750000000000002
5.0,60.0,60.0,596.0,0.0,2.5,0.8185729,153.6,500.0,146.0,68.0,-1.54227231,0.6950000000000001,11.0095886300282,132.0,7.0,2.5,-1.54227231,-1.51367083,146.0,219.74,16.695,3.1000000000000014,2.0,1.42
5.0,59.0,59.0,1973.0,0.0,2.5,0.0,277.6,500.0,149.5,68.0,-1.54227231,0.655,7.721412407824399,139.0,6.0,2.5,-1.54227231,-1.51367083,149.5,590.4,19.285,20.0,13.0,1.481
0.0,35.0,35.0,552.13,0.0,0.0,0.0,39.4,500.0,170.0,68.0,-1.54227231,0.87,16.216035786625998,160.0,2.0,0.0,-1.54227231,-1.51367083,170.0,127.6,26.045,46.2,25.0,1.75
6.0,57.5,57.5,1827.0,0.0,3.0,0.0,59.6,500.0,151.5,68.0,-1.54227231,0.6799999999999999,5.220160115309898,143.0,5.0,3.0,-1.54227231,-1.51367083,151.5,690.1,20.53,17.5,23.0,1.5145
0.0,43.5,43.5,371.0,0.0,0.0,0.0,6.399999999999999,500.0,171.0,68.0,-1.54227231,1.005,10.946761786827595,160.0,3.0,0.0,-1.54227231,-1.51367083,171.0,283.68,28.925,17.9,60.0,1.7105
2.0,64.5,64.5,805.0,0.0,1.0,0.0645672,163.6,500.0,143.0,68.0,-1.54227231,0.705,12.2810086539216,126.0,3.0,1.0,-1.54227231,-1.51367083,143.0,377.5,16.605,11.4,17.0,1.423
4.0,62.5,62.5,2383.0,0.0,2.0,0.0,505.6,500.0,147.5,68.0,-1.54227231,0.675,9.2385954275367,135.0,8.0,2.0,-1.54227231,-1.51367083,147.5,627.6,18.73,19.700000000000003,3.0,1.4700000000000002
0.0,65.0,65.0,905.05,0.0,0.0,0.0,82.6,500.0,151.0,68.0,-1.54227231,0.6799999999999999,8.523906827063,142.0,4.0,0.0,-1.54227231,-1.51367083,151.0,393.3,18.675,13.0,2.0,1.4875
0.0,42.5,42.5,281.0,0.0,0.0,0.0,5.600000000000001,500.0,171.5,68.0,-1.54227231,0.925,12.0168826375284,160.0,3.0,0.0,-1.54227231,-1.51367083,171.5,332.63,29.385,19.4,62.0,1.714
1.0,65.5,65.5,1118.4,0.0,0.5,0.0,130.6,500.0,149.5,68.0,-1.54227231,0.675,7.861829588892499,139.0,4.0,0.5,-1.54227231,-1.51367083,149.5,510.45,18.975,16.0,5.0,1.49
